ZCTA5CE10,population,household_income,not_citizen_over_pop,n_killed_total,n_injured_total,n_killed_by_pop,n_injured_by_pop,year
33308,27141,15195,0.077557938,0,1,0,3.68E-05,2015
33308,27141,15195,0.077557938,1,0,3.68E-05,0,2016
33308,27141,15195,0.077557938,0,6,0,0.000221068,2014
33314,25243,8648,0.179732995,1,3,3.96E-05,0.000118845,2015
33314,25243,8648,0.179732995,0,2,0,7.92E-05,2016
33314,25243,8648,0.179732995,1,0,3.96E-05,0,2017
33317,37678,12317,0.135782154,3,2,7.96E-05,5.31E-05,2015
33317,37678,12317,0.135782154,2,2,5.31E-05,5.31E-05,2014
33317,37678,12317,0.135782154,2,1,5.31E-05,2.65E-05,2016
33317,37678,12317,0.135782154,3,2,7.96E-05,5.31E-05,2017
33317,37678,12317,0.135782154,0,4,0,0.000106163,2018
33322,39060,16175,0.111623144,3,0,7.68E-05,0,2014
33322,39060,16175,0.111623144,1,0,2.56E-05,0,2015
33322,39060,16175,0.111623144,1,1,2.56E-05,2.56E-05,2017
33325,29412,9264,0.127634979,1,2,3.40E-05,6.80E-05,2015
33325,29412,9264,0.127634979,2,5,6.80E-05,0.000169999,2016
33430,22383,7253,0.190769781,3,14,0.00013403,0.000625475,2017
33430,22383,7253,0.190769781,0,2,0,8.94E-05,2018
33430,22383,7253,0.190769781,2,11,8.94E-05,0.000491444,2014
33430,22383,7253,0.190769781,9,11,0.000402091,0.000491444,2016
33430,22383,7253,0.190769781,2,6,8.94E-05,0.000268061,2015
33430,22383,7253,0.190769781,0,5,0,0.000223384,2013
33434,20497,9690,0.056740011,0,1,0,4.88E-05,2016
33434,20497,9690,0.056740011,0,1,0,4.88E-05,2015
33434,20497,9690,0.056740011,0,0,0,0,2017
33467,52293,19621,0.068403037,3,2,5.74E-05,3.82E-05,2016
33467,52293,19621,0.068403037,3,3,5.74E-05,5.74E-05,2018
33467,52293,19621,0.068403037,0,0,0,0,2017
33467,52293,19621,0.068403037,0,0,0,0,2014
33467,52293,19621,0.068403037,0,1,0,1.91E-05,2015
33496,22124,9722,0.07494124,1,0,4.52E-05,0,2016
33496,22124,9722,0.07494124,1,2,4.52E-05,9.04E-05,2014
33510,27899,10166,0.056023513,0,1,0,3.58E-05,2015
33510,27899,10166,0.056023513,0,0,0,0,2017
33510,27899,10166,0.056023513,1,1,3.58E-05,3.58E-05,2016
33541,19625,8896,0.053044586,1,0,5.10E-05,0,2014
33541,19625,8896,0.053044586,3,0,0.000152866,0,2016
33572,17716,7048,0.016651614,1,0,5.64E-05,0,2016
33572,17716,7048,0.016651614,0,0,0,0,2017
33572,17716,7048,0.016651614,1,0,5.64E-05,0,2015
33572,17716,7048,0.016651614,2,0,0.000112892,0,2018
33607,24371,10576,0.132001149,3,2,0.000123097,8.21E-05,2014
33607,24371,10576,0.132001149,4,9,0.000164129,0.000369291,2015
33607,24371,10576,0.132001149,2,2,8.21E-05,8.21E-05,2016
33607,24371,10576,0.132001149,0,1,0,4.10E-05,2018
33607,24371,10576,0.132001149,0,8,0,0.000328259,2017
33609,18573,8616,0.077316535,0,1,0,5.38E-05,2016
33609,18573,8616,0.077316535,1,2,5.38E-05,0.000107683,2015
33609,18573,8616,0.077316535,2,5,0.000107683,0.000269208,2017
33609,18573,8616,0.077316535,0,3,0,0.000161525,2014
33609,18573,8616,0.077316535,0,1,0,5.38E-05,2018
33617,46295,18033,0.078712604,4,4,8.64E-05,8.64E-05,2015
33617,46295,18033,0.078712604,4,4,8.64E-05,8.64E-05,2016
33617,46295,18033,0.078712604,2,6,4.32E-05,0.000129604,2014
33617,46295,18033,0.078712604,0,2,0,4.32E-05,2017
33647,66380,23820,0.106538114,0,0,0,0,2016
33647,66380,23820,0.106538114,2,0,3.01E-05,0,2017
33647,66380,23820,0.106538114,0,0,0,0,2014
33647,66380,23820,0.106538114,4,0,6.03E-05,0,2015
33702,30605,12968,0.041267767,0,0,0,0,2017
33702,30605,12968,0.041267767,0,1,0,3.27E-05,2014
33702,30605,12968,0.041267767,0,0,0,0,2015
33702,30605,12968,0.041267767,0,1,0,3.27E-05,2016
33705,27171,10707,0.028743881,5,2,0.00018402,7.36E-05,2015
33705,27171,10707,0.028743881,3,2,0.000110412,7.36E-05,2017
33705,27171,10707,0.028743881,1,10,3.68E-05,0.000368039,2016
33705,27171,10707,0.028743881,1,2,3.68E-05,7.36E-05,2014
33705,27171,10707,0.028743881,1,0,3.68E-05,0,2018
33707,24734,12315,0.03432522,1,0,4.04E-05,0,2015
33707,24734,12315,0.03432522,0,1,0,4.04E-05,2017
33711,19457,7144,0.025440715,2,7,0.000102791,0.000359768,2016
33711,19457,7144,0.025440715,0,2,0,0.000102791,2015
33711,19457,7144,0.025440715,4,4,0.000205582,0.000205582,2014
33711,19457,7144,0.025440715,5,6,0.000256977,0.000308372,2017
33761,20057,8904,0.04736501,0,1,0,4.99E-05,2014
33765,14108,5876,0.093918344,0,0,0,0,2015
33765,14108,5876,0.093918344,1,1,7.09E-05,7.09E-05,2017
33765,14108,5876,0.093918344,1,0,7.09E-05,0,2014
33767,7895,4205,0.049145028,0,0,0,0,2016
33767,7895,4205,0.049145028,0,2,0,0.000253325,2014
33767,7895,4205,0.049145028,0,1,0,0.000126662,2015
33776,12657,4990,0.031050012,0,0,0,0,2017
33776,12657,4990,0.031050012,0,1,0,7.90E-05,2014
33776,12657,4990,0.031050012,0,0,0,0,2016
33781,25346,10323,0.056774244,4,2,0.000157816,7.89E-05,2014
33781,25346,10323,0.056774244,2,2,7.89E-05,7.89E-05,2017
33781,25346,10323,0.056774244,1,0,3.95E-05,0,2016
33781,25346,10323,0.056774244,0,1,0,3.95E-05,2018
33781,25346,10323,0.056774244,0,2,0,7.89E-05,2015
33853,12017,4169,0.074810685,0,0,0,0,2017
33853,12017,4169,0.074810685,1,1,8.32E-05,8.32E-05,2016
33853,12017,4169,0.074810685,0,2,0,0.000166431,2014
33853,12017,4169,0.074810685,0,3,0,0.000249646,2015
33913,21647,7853,0.06268767,0,1,0,4.62E-05,2015
33913,21647,7853,0.06268767,0,2,0,9.24E-05,2016
33913,21647,7853,0.06268767,0,0,0,0,2014
33913,21647,7853,0.06268767,0,0,0,0,2017
33913,21647,7853,0.06268767,0,0,0,0,2018
33556,22535,7779,0.030352785,0,0,0,0,2016
33556,22535,7779,0.030352785,0,0,0,0,2017
33565,17511,5989,0.060190737,2,2,0.000114214,0.000114214,2017
33565,17511,5989,0.060190737,0,1,0,5.71E-05,2016
33565,17511,5989,0.060190737,0,1,0,5.71E-05,2015
33565,17511,5989,0.060190737,2,1,0.000114214,5.71E-05,2018
33567,12504,3660,0.148112604,0,0,0,0,2014
33567,12504,3660,0.148112604,0,1,0,8.00E-05,2015
33567,12504,3660,0.148112604,0,0,0,0,2016
33584,25905,9076,0.033815866,1,1,3.86E-05,3.86E-05,2017
33584,25905,9076,0.033815866,0,0,0,0,2014
33584,25905,9076,0.033815866,1,0,3.86E-05,0,2015
33584,25905,9076,0.033815866,0,0,0,0,2016
33604,38088,14869,0.097694812,2,4,5.25E-05,0.00010502,2017
33604,38088,14869,0.097694812,4,13,0.00010502,0.000341315,2014
33604,38088,14869,0.097694812,5,15,0.000131275,0.000393825,2015
33604,38088,14869,0.097694812,3,7,7.88E-05,0.000183785,2016
33954,8595,3435,0.058871437,1,0,0.000116347,0,2014
33619,38193,12478,0.097949886,1,2,2.62E-05,5.24E-05,2018
33619,38193,12478,0.097949886,5,3,0.000130914,7.85E-05,2017
33619,38193,12478,0.097949886,3,8,7.85E-05,0.000209462,2014
33619,38193,12478,0.097949886,1,4,2.62E-05,0.000104731,2015
33619,38193,12478,0.097949886,6,3,0.000157097,7.85E-05,2016
33755,24948,9134,0.094917428,2,4,8.02E-05,0.000160333,2015
33755,24948,9134,0.094917428,0,0,0,0,2016
33755,24948,9134,0.094917428,2,1,8.02E-05,4.01E-05,2017
33755,24948,9134,0.094917428,1,1,4.01E-05,4.01E-05,2014
33786,1648,772,0.061286408,0,0,0,0,1970
33182,18173,3854,0.157651461,2,2,0.000110053,0.000110053,2015
33182,18173,3854,0.157651461,2,1,0.000110053,5.50E-05,2014
33182,18173,3854,0.157651461,2,0,0.000110053,0,2016
33563,27552,9682,0.110445703,5,1,0.000181475,3.63E-05,2014
33563,27552,9682,0.110445703,1,5,3.63E-05,0.000181475,2017
33563,27552,9682,0.110445703,2,2,7.26E-05,7.26E-05,2016
33563,27552,9682,0.110445703,0,0,0,0,2015
33563,27552,9682,0.110445703,0,0,0,0,2018
33559,17480,6641,0.033295195,1,3,5.72E-05,0.000171625,2016
33559,17480,6641,0.033295195,0,2,0,0.000114416,2018
33559,17480,6641,0.033295195,0,1,0,5.72E-05,2017
33503,96,26,0.333333333,0,0,0,0,1970
33472,19979,7946,0.042444567,0,1,0,5.01E-05,2014
33472,19979,7946,0.042444567,2,0,0.000100105,0,2015
33855,0,0,0,0,0,0,0,1970
33856,450,273,0.046666667,0,0,0,0,1970
33548,6670,2414,0.02053973,0,0,0,0,1970
33976,18120,4519,0.134216336,1,2,5.52E-05,0.000110375,2014
33976,18120,4519,0.134216336,2,1,0.000110375,5.52E-05,2016
33976,18120,4519,0.134216336,3,2,0.000165563,0.000110375,2017
33976,18120,4519,0.134216336,3,3,0.000165563,0.000165563,2015
33976,18120,4519,0.134216336,0,0,0,0,2018
33076,35123,11006,0.069584033,0,0,0,0,2016
33076,35123,11006,0.069584033,17,17,0.000484013,0.000484013,2018
33076,35123,11006,0.069584033,0,0,0,0,2017
33076,35123,11006,0.069584033,0,2,0,5.69E-05,2015
33170,14399,3832,0.14598236,0,0,0,0,2014
33170,14399,3832,0.14598236,0,3,0,0.000208348,2016
33170,14399,3832,0.14598236,2,1,0.000138899,6.94E-05,2017
33170,14399,3832,0.14598236,0,1,0,6.94E-05,2018
33170,14399,3832,0.14598236,1,4,6.94E-05,0.000277797,2015
33316,9689,4962,0.13592734,0,0,0,0,2014
33316,9689,4962,0.13592734,0,1,0,0.00010321,2015
33316,9689,4962,0.13592734,0,0,0,0,2017
33470,25791,7754,0.047535962,2,2,7.75E-05,7.75E-05,2016
33470,25791,7754,0.047535962,0,1,0,3.88E-05,2014
33470,25791,7754,0.047535962,0,0,0,0,2017
33470,25791,7754,0.047535962,0,1,0,3.88E-05,2015
33897,18359,6123,0.060678686,1,0,5.45E-05,0,2016
33859,10493,4073,0.037644144,1,0,9.53E-05,0,2018
33859,10493,4073,0.037644144,0,0,0,0,2014
33859,10493,4073,0.037644144,0,0,0,0,2017
33449,11584,3822,0.047910912,0,0,0,0,2017
33449,11584,3822,0.047910912,0,1,0,8.63E-05,2016
33854,193,125,0.098445596,0,0,0,0,1970
33875,10575,4756,0.040945626,1,0,9.46E-05,0,2016
33596,29788,9910,0.025748624,0,0,0,0,2016
33596,29788,9910,0.025748624,1,0,3.36E-05,0,2017
33596,29788,9910,0.025748624,0,0,0,0,2014
33545,17601,5399,0.041361286,0,1,0,5.68E-05,2016
33545,17601,5399,0.041361286,0,0,0,0,2014
33545,17601,5399,0.041361286,0,1,0,5.68E-05,2017
33545,17601,5399,0.041361286,0,1,0,5.68E-05,2015
33876,4573,2037,0.039798819,1,0,0.000218675,0,2014
33034,23041,4812,0.216310056,3,3,0.000130203,0.000130203,2014
33034,23041,4812,0.216310056,3,2,0.000130203,8.68E-05,2016
33034,23041,4812,0.216310056,1,1,4.34E-05,4.34E-05,2015
33034,23041,4812,0.216310056,1,0,4.34E-05,0,2018
33034,23041,4812,0.216310056,0,1,0,4.34E-05,2017
33898,16766,6276,0.033221997,2,0,0.000119289,0,2017
33898,16766,6276,0.033221997,1,0,5.96E-05,0,2016
33812,12770,4266,0.02083007,0,0,0,0,2016
33867,416,232,0.103365385,0,0,0,0,1970
33334,29680,12294,0.159231806,2,0,6.74E-05,0,2015
33334,29680,12294,0.159231806,0,2,0,6.74E-05,2018
33334,29680,12294,0.159231806,0,0,0,0,2014
33334,29680,12294,0.159231806,0,0,0,0,2016
33446,24302,12713,0.061970208,1,0,4.11E-05,0,2016
33570,26436,8847,0.109018006,0,0,0,0,2016
33570,26436,8847,0.109018006,0,0,0,0,2017
33570,26436,8847,0.109018006,2,1,7.57E-05,3.78E-05,2018
33634,20955,7260,0.154712479,0,2,0,9.54E-05,2014
33634,20955,7260,0.154712479,0,0,0,0,2017
33634,20955,7260,0.154712479,0,1,0,4.77E-05,2015
33558,22113,8227,0.043865599,0,0,0,0,2014
33965,1562,0,0.029449424,0,0,0,0,1970
33051,670,368,0.070149254,0,0,0,0,1970
33896,9808,3023,0.074123165,0,0,0,0,2016
33542,20387,9656,0.029234316,1,0,4.91E-05,0,2014
33542,20387,9656,0.029234316,1,1,4.91E-05,4.91E-05,2017
33704,16293,7310,0.02393666,0,0,0,0,2014
33704,16293,7310,0.02393666,4,0,0.000245504,0,2016
33704,16293,7310,0.02393666,0,0,0,0,2018
33704,16293,7310,0.02393666,1,0,6.14E-05,0,2015
33618,26654,11136,0.045321528,0,0,0,0,2014
33618,26654,11136,0.045321528,1,0,3.75E-05,0,2015
33618,26654,11136,0.045321528,0,0,0,0,2016
33637,16732,6284,0.069985656,0,0,0,0,2016
33637,16732,6284,0.069985656,1,2,5.98E-05,0.000119531,2014
33637,16732,6284,0.069985656,0,1,0,5.98E-05,2015
33637,16732,6284,0.069985656,0,0,0,0,2017
33701,15545,8701,0.036796398,0,2,0,0.000128659,2015
33701,15545,8701,0.036796398,1,3,6.43E-05,0.000192988,2016
33701,15545,8701,0.036796398,6,14,0.000385976,0.000900611,2014
33701,15545,8701,0.036796398,2,2,0.000128659,0.000128659,2017
33070,5177,2051,0.04404095,0,0,0,0,2016
33070,5177,2051,0.04404095,2,0,0.000386324,0,2015
33126,53962,17988,0.367351099,0,5,0,9.27E-05,2016
33126,53962,17988,0.367351099,1,6,1.85E-05,0.000111189,2014
33126,53962,17988,0.367351099,3,1,5.56E-05,1.85E-05,2015
33126,53962,17988,0.367351099,2,1,3.71E-05,1.85E-05,2017
33129,12559,5911,0.216418505,1,0,7.96E-05,0,2014
33129,12559,5911,0.216418505,0,1,0,7.96E-05,2016
33129,12559,5911,0.216418505,0,1,0,7.96E-05,2015
33129,12559,5911,0.216418505,1,2,7.96E-05,0.000159248,2017
33130,25924,11596,0.42265854,2,2,7.71E-05,7.71E-05,2014
33130,25924,11596,0.42265854,0,2,0,7.71E-05,2016
33130,25924,11596,0.42265854,0,6,0,0.000231446,2015
33130,25924,11596,0.42265854,0,2,0,7.71E-05,2017
33131,16593,9158,0.282950642,1,2,6.03E-05,0.000120533,2014
33131,16593,9158,0.282950642,0,0,0,0,2016
33131,16593,9158,0.282950642,1,1,6.03E-05,6.03E-05,2018
33137,23316,9559,0.255232458,1,0,4.29E-05,0,2015
33137,23316,9559,0.255232458,2,2,8.58E-05,8.58E-05,2014
33137,23316,9559,0.255232458,0,1,0,4.29E-05,2016
33155,46324,14260,0.195060876,0,1,0,2.16E-05,2014
33155,46324,14260,0.195060876,0,0,0,0,2018
33155,46324,14260,0.195060876,0,1,0,2.16E-05,2016
33155,46324,14260,0.195060876,4,3,8.63E-05,6.48E-05,2017
33165,57357,16410,0.254755304,2,2,3.49E-05,3.49E-05,2015
33165,57357,16410,0.254755304,2,2,3.49E-05,3.49E-05,2014
33165,57357,16410,0.254755304,0,0,0,0,2017
33708,15948,8523,0.039879609,0,1,0,6.27E-05,2015
33760,17160,6528,0.077680653,0,2,0,0.00011655,2016
33760,17160,6528,0.077680653,0,2,0,0.00011655,2015
33760,17160,6528,0.077680653,0,3,0,0.000174825,2017
33760,17160,6528,0.077680653,2,3,0.00011655,0.000174825,2014
33760,17160,6528,0.077680653,0,0,0,0,2018
33763,19153,8865,0.056857933,1,0,5.22E-05,0,2017
33763,19153,8865,0.056857933,0,1,0,5.22E-05,2014
33030,34967,9167,0.270226213,3,3,8.58E-05,8.58E-05,2017
33030,34967,9167,0.270226213,3,3,8.58E-05,8.58E-05,2016
33030,34967,9167,0.270226213,1,1,2.86E-05,2.86E-05,2018
33030,34967,9167,0.270226213,3,1,8.58E-05,2.86E-05,2014
33030,34967,9167,0.270226213,0,1,0,2.86E-05,2015
33035,16688,4574,0.087667785,0,0,0,0,1970
33064,61076,20360,0.218318161,2,3,3.27E-05,4.91E-05,2017
33064,61076,20360,0.218318161,3,7,4.91E-05,0.000114611,2015
33064,61076,20360,0.218318161,0,0,0,0,2018
33064,61076,20360,0.218318161,0,2,0,3.27E-05,2014
33064,61076,20360,0.218318161,2,1,3.27E-05,1.64E-05,2016
33071,38686,12596,0.096003722,1,0,2.58E-05,0,2017
33071,38686,12596,0.096003722,1,2,2.58E-05,5.17E-05,2016
33132,11816,5737,0.240859851,1,0,8.46E-05,0,2018
33132,11816,5737,0.240859851,1,1,8.46E-05,8.46E-05,2017
33132,11816,5737,0.240859851,0,1,0,8.46E-05,2015
33132,11816,5737,0.240859851,0,1,0,8.46E-05,2016
33139,38154,20521,0.272029145,4,7,0.000104838,0.000183467,2017
33139,38154,20521,0.272029145,1,4,2.62E-05,0.000104838,2016
33139,38154,20521,0.272029145,2,3,5.24E-05,7.86E-05,2014
33139,38154,20521,0.272029145,2,0,5.24E-05,0,2018
33139,38154,20521,0.272029145,5,2,0.000131048,5.24E-05,2015
33141,40391,18112,0.307989404,0,2,0,4.95E-05,2014
33141,40391,18112,0.307989404,0,3,0,7.43E-05,2017
33150,28836,9085,0.174191982,5,40,0.000173394,0.001387155,2014
33150,28836,9085,0.174191982,9,12,0.00031211,0.000416146,2015
33150,28836,9085,0.174191982,11,9,0.000381468,0.00031211,2017
33150,28836,9085,0.174191982,6,14,0.000208073,0.000485504,2016
33150,28836,9085,0.174191982,2,2,6.94E-05,6.94E-05,2013
33150,28836,9085,0.174191982,0,3,0,0.000104037,2018
33154,14775,6242,0.167377327,0,0,0,0,2015
33166,24406,7653,0.255183152,0,2,0,8.19E-05,2017
33166,24406,7653,0.255183152,0,0,0,0,2016
33166,24406,7653,0.255183152,2,0,8.19E-05,0,2014
33167,20503,5763,0.168609472,2,4,9.75E-05,0.000195093,2014
33167,20503,5763,0.168609472,5,4,0.000243867,0.000195093,2017
33167,20503,5763,0.168609472,0,6,0,0.00029264,2015
33167,20503,5763,0.168609472,3,3,0.00014632,0.00014632,2016
33167,20503,5763,0.168609472,0,1,0,4.88E-05,2018
33176,52828,17213,0.109449534,2,4,3.79E-05,7.57E-05,2014
33176,52828,17213,0.109449534,4,1,7.57E-05,1.89E-05,2015
33176,52828,17213,0.109449534,0,3,0,5.68E-05,2016
33176,52828,17213,0.109449534,3,2,5.68E-05,3.79E-05,2017
33177,58683,14394,0.232605695,0,7,0,0.000119285,2016
33177,58683,14394,0.232605695,1,4,1.70E-05,6.82E-05,2014
33177,58683,14394,0.232605695,2,1,3.41E-05,1.70E-05,2017
33177,58683,14394,0.232605695,3,1,5.11E-05,1.70E-05,2015
33177,58683,14394,0.232605695,1,0,1.70E-05,0,2018
33178,49430,14287,0.364191786,1,0,2.02E-05,0,2015
33178,49430,14287,0.364191786,0,0,0,0,2014
33178,49430,14287,0.364191786,1,0,2.02E-05,0,2017
33180,31878,14872,0.16409436,1,1,3.14E-05,3.14E-05,2016
33180,31878,14872,0.16409436,0,2,0,6.27E-05,2015
33180,31878,14872,0.16409436,2,0,6.27E-05,0,2014
33919,29848,13996,0.031425891,0,2,0,6.70E-05,2016
33919,29848,13996,0.031425891,0,0,0,0,2015
33919,29848,13996,0.031425891,0,0,0,0,2014
33919,29848,13996,0.031425891,0,0,0,0,2017
33919,29848,13996,0.031425891,0,1,0,3.35E-05,2018
33953,6156,2649,0.031838856,0,0,0,0,1970
33016,52124,14680,0.31167984,0,1,0,1.92E-05,2018
33016,52124,14680,0.31167984,1,0,1.92E-05,0,2015
33016,52124,14680,0.31167984,1,0,1.92E-05,0,2017
33016,52124,14680,0.31167984,1,1,1.92E-05,1.92E-05,2014
33811,21836,7652,0.032423521,0,1,0,4.58E-05,2016
33811,21836,7652,0.032423521,3,0,0.000137388,0,2014
33811,21836,7652,0.032423521,4,0,0.000183184,0,2015
33841,8658,2724,0.092631093,1,0,0.0001155,0,2018
33841,8658,2724,0.092631093,0,1,0,0.0001155,2014
33001,212,142,0.254716981,0,0,0,0,2017
33014,40690,13800,0.280978127,1,1,2.46E-05,2.46E-05,2016
33014,40690,13800,0.280978127,3,2,7.37E-05,4.92E-05,2017
33014,40690,13800,0.280978127,2,0,4.92E-05,0,2015
33014,40690,13800,0.280978127,0,0,0,0,2014
33015,66343,21053,0.220023213,0,0,0,0,2016
33015,66343,21053,0.220023213,3,0,4.52E-05,0,2014
33015,66343,21053,0.220023213,1,1,1.51E-05,1.51E-05,2015
33026,30962,11120,0.091628448,0,0,0,0,2014
33026,30962,11120,0.091628448,0,0,0,0,2018
33026,30962,11120,0.091628448,0,1,0,3.23E-05,2016
33026,30962,11120,0.091628448,0,0,0,0,2015
33055,45389,11372,0.214280993,1,3,2.20E-05,6.61E-05,2017
33055,45389,11372,0.214280993,0,3,0,6.61E-05,2018
33055,45389,11372,0.214280993,1,6,2.20E-05,0.000132191,2015
33055,45389,11372,0.214280993,8,9,0.000176254,0.000198286,2016
33055,45389,11372,0.214280993,1,7,2.20E-05,0.000154222,2014
33056,35055,9744,0.102952503,5,4,0.000142633,0.000114106,2015
33056,35055,9744,0.102952503,2,9,5.71E-05,0.000256739,2014
33056,35055,9744,0.102952503,5,14,0.000142633,0.000399372,2017
33056,35055,9744,0.102952503,1,2,2.85E-05,5.71E-05,2018
33056,35055,9744,0.102952503,6,14,0.00017116,0.000399372,2016
33056,35055,9744,0.102952503,0,4,0,0.000114106,2013
33716,18028,8845,0.076547593,0,0,0,0,2016
33716,18028,8845,0.076547593,1,2,5.55E-05,0.000110939,2014
33777,16997,6906,0.018885686,0,1,0,5.88E-05,2017
33777,16997,6906,0.018885686,0,1,0,5.88E-05,2014
33777,16997,6906,0.018885686,0,0,0,0,2016
33778,14869,5978,0.044791176,2,1,0.000134508,6.73E-05,2014
33778,14869,5978,0.044791176,0,1,0,6.73E-05,2016
33778,14869,5978,0.044791176,0,0,0,0,2017
33823,30725,10402,0.04455655,2,0,6.51E-05,0,2016
33823,30725,10402,0.04455655,0,1,0,3.25E-05,2014
33823,30725,10402,0.04455655,1,1,3.25E-05,3.25E-05,2015
33823,30725,10402,0.04455655,1,0,3.25E-05,0,2017
33852,20634,8483,0.072501696,0,2,0,9.69E-05,2017
33852,20634,8483,0.072501696,0,5,0,0.000242319,2016
33901,20399,8532,0.086229717,1,3,4.90E-05,0.000147066,2018
33901,20399,8532,0.086229717,8,4,0.000392176,0.000196088,2014
33901,20399,8532,0.086229717,3,19,0.000147066,0.000931418,2015
33901,20399,8532,0.086229717,2,14,9.80E-05,0.000686308,2017
33901,20399,8532,0.086229717,7,24,0.000343154,0.001176528,2016
33904,32340,13610,0.069789734,2,0,6.18E-05,0,2016
33904,32340,13610,0.069789734,1,2,3.09E-05,6.18E-05,2014
33904,32340,13610,0.069789734,1,2,3.09E-05,6.18E-05,2017
33904,32340,13610,0.069789734,0,0,0,0,2015
33904,32340,13610,0.069789734,0,2,0,6.18E-05,2018
33916,22740,7834,0.128891821,8,16,0.000351803,0.000703606,2015
33916,22740,7834,0.128891821,5,15,0.000219877,0.000659631,2016
33916,22740,7834,0.128891821,3,13,0.000131926,0.00057168,2014
33916,22740,7834,0.128891821,5,17,0.000219877,0.000747581,2017
33916,22740,7834,0.128891821,1,5,4.40E-05,0.000219877,2018
33950,21045,10788,0.033071989,0,1,0,4.75E-05,2014
33950,21045,10788,0.033071989,3,0,0.000142552,0,2016
33950,21045,10788,0.033071989,1,0,4.75E-05,0,2015
33950,21045,10788,0.033071989,0,0,0,0,2017
33950,21045,10788,0.033071989,0,1,0,4.75E-05,2018
33960,738,341,0.04200542,0,0,0,0,1970
33944,264,103,0,0,0,0,0,1970
33946,2114,1050,0,0,0,0,0,1970
33971,25938,6915,0.147042949,2,4,7.71E-05,0.000154214,2014
33971,25938,6915,0.147042949,6,3,0.000231321,0.00011566,2017
33971,25938,6915,0.147042949,2,2,7.71E-05,7.71E-05,2016
33971,25938,6915,0.147042949,0,1,0,3.86E-05,2015
33971,25938,6915,0.147042949,1,0,3.86E-05,0,2018
33981,10017,4380,0.008186084,0,0,0,0,2015
33990,32633,11296,0.079153005,0,0,0,0,2016
33990,32633,11296,0.079153005,0,1,0,3.06E-05,2015
33990,32633,11296,0.079153005,2,1,6.13E-05,3.06E-05,2014
33990,32633,11296,0.079153005,0,2,0,6.13E-05,2017
33990,32633,11296,0.079153005,0,0,0,0,2018
33993,23923,7883,0.045270242,1,2,4.18E-05,8.36E-05,2017
33993,23923,7883,0.045270242,1,2,4.18E-05,8.36E-05,2016
33993,23923,7883,0.045270242,0,1,0,4.18E-05,2015
33173,31824,10999,0.160979135,1,2,3.14E-05,6.28E-05,2015
33173,31824,10999,0.160979135,1,0,3.14E-05,0,2018
33174,34162,9366,0.232480534,1,3,2.93E-05,8.78E-05,2016
33187,18613,4973,0.10379842,2,2,0.000107452,0.000107452,2016
33187,18613,4973,0.10379842,2,2,0.000107452,0.000107452,2013
33187,18613,4973,0.10379842,2,1,0.000107452,5.37E-05,2017
33193,51417,14383,0.257327343,0,0,0,0,2016
33193,51417,14383,0.257327343,1,1,1.94E-05,1.94E-05,2015
33031,6676,1725,0.060215698,0,1,0,0.00014979,2016
33031,6676,1725,0.060215698,0,2,0,0.000299581,2014
33031,6676,1725,0.060215698,2,0,0.000299581,0,2017
33032,45380,11814,0.184662847,1,1,2.20E-05,2.20E-05,2016
33032,45380,11814,0.184662847,0,3,0,6.61E-05,2014
33032,45380,11814,0.184662847,1,0,2.20E-05,0,2018
33032,45380,11814,0.184662847,0,6,0,0.000132217,2017
33032,45380,11814,0.184662847,0,13,0,0.00028647,2015
33043,5385,2142,0.116063138,2,0,0.000371402,0,2018
33043,5385,2142,0.116063138,0,0,0,0,2014
33043,5385,2142,0.116063138,1,0,0.000185701,0,2015
33146,15713,4018,0.085661554,0,3,0,0.000190925,2015
33146,15713,4018,0.085661554,0,2,0,0.000127283,2016
33146,15713,4018,0.085661554,3,0,0.000190925,0,2017
33147,47168,13704,0.15546557,7,19,0.000148406,0.000402815,2015
33147,47168,13704,0.15546557,4,6,8.48E-05,0.000127205,2018
33147,47168,13704,0.15546557,15,31,0.000318012,0.000657225,2016
33147,47168,13704,0.15546557,17,43,0.000360414,0.000911635,2017
33147,47168,13704,0.15546557,12,21,0.00025441,0.000445217,2014
33149,13074,4602,0.245143032,0,0,0,0,2016
33149,13074,4602,0.245143032,0,0,0,0,2014
33161,56540,16132,0.237336399,3,4,5.31E-05,7.07E-05,2014
33161,56540,16132,0.237336399,1,4,1.77E-05,7.07E-05,2016
33161,56540,16132,0.237336399,2,2,3.54E-05,3.54E-05,2017
33161,56540,16132,0.237336399,0,0,0,0,2018
33161,56540,16132,0.237336399,2,1,3.54E-05,1.77E-05,2015
33172,43085,13648,0.318881281,0,0,0,0,2014
33172,43085,13648,0.318881281,0,1,0,2.32E-05,2016
33172,43085,13648,0.318881281,1,0,2.32E-05,0,2015
33172,43085,13648,0.318881281,1,2,2.32E-05,4.64E-05,2017
33172,43085,13648,0.318881281,0,0,0,0,2018
33175,54144,15300,0.191951093,2,0,3.69E-05,0,2016
33175,54144,15300,0.191951093,0,0,0,0,2014
33190,15802,4478,0.195355018,2,0,0.000126566,0,2017
33315,14110,6334,0.126222537,0,1,0,7.09E-05,2015
33315,14110,6334,0.126222537,0,0,0,0,2014
33315,14110,6334,0.126222537,3,0,0.000212615,0,2016
33405,20555,7180,0.249720263,1,1,4.86E-05,4.86E-05,2015
33405,20555,7180,0.249720263,0,4,0,0.0001946,2017
