ZCTA5CE10,population,household_income,not_citizen_over_pop,n_killed_total,n_injured_total,n_killed_by_pop,n_injured_by_pop,year
33771,29505,13889,0.066497204,1,0,3.39E-05,0,2017
33771,29505,13889,0.066497204,0,1,0,3.39E-05,2016
33771,29505,13889,0.066497204,0,0,0,0,2018
33773,18163,7315,0.053955844,1,0,5.51E-05,0,2017
33773,18163,7315,0.053955844,2,0,0.000110114,0,2014
33773,18163,7315,0.053955844,1,0,5.51E-05,0,2015
33774,18860,8089,0.038335101,1,1,5.30E-05,5.30E-05,2017
33774,18860,8089,0.038335101,2,1,0.000106045,5.30E-05,2016
33774,18860,8089,0.038335101,0,1,0,5.30E-05,2014
33774,18860,8089,0.038335101,2,0,0.000106045,0,2015
33810,48030,16890,0.030106184,2,3,4.16E-05,6.25E-05,2015
33810,48030,16890,0.030106184,1,1,2.08E-05,2.08E-05,2017
33810,48030,16890,0.030106184,1,0,2.08E-05,0,2016
33813,36108,12474,0.031516561,0,0,0,0,2017
33813,36108,12474,0.031516561,0,0,0,0,2016
33813,36108,12474,0.031516561,2,0,5.54E-05,0,2014
33830,27651,9198,0.041625981,2,1,7.23E-05,3.62E-05,2015
33830,27651,9198,0.041625981,1,3,3.62E-05,0.000108495,2014
33830,27651,9198,0.041625981,0,2,0,7.23E-05,2018
33830,27651,9198,0.041625981,2,1,7.23E-05,3.62E-05,2016
33830,27651,9198,0.041625981,1,1,3.62E-05,3.62E-05,2017
33834,7837,1689,0.101441878,0,0,0,0,1970
33020,44667,18217,0.170953948,1,4,2.24E-05,8.96E-05,2016
33020,44667,18217,0.170953948,3,4,6.72E-05,8.96E-05,2014
33020,44667,18217,0.170953948,0,3,0,6.72E-05,2015
33020,44667,18217,0.170953948,0,1,0,2.24E-05,2017
33138,30151,11925,0.196676727,4,9,0.000132666,0.000298498,2014
33138,30151,11925,0.196676727,1,2,3.32E-05,6.63E-05,2018
33138,30151,11925,0.196676727,3,2,9.95E-05,6.63E-05,2016
33138,30151,11925,0.196676727,0,5,0,0.000165832,2015
33138,30151,11925,0.196676727,1,1,3.32E-05,3.32E-05,2017
33140,22044,9375,0.176510615,0,2,0,9.07E-05,2017
33140,22044,9375,0.176510615,0,0,0,0,2016
33140,22044,9375,0.176510615,0,4,0,0.000181455,2015
33140,22044,9375,0.176510615,0,0,0,0,2014
33157,69127,19371,0.170150592,2,3,2.89E-05,4.34E-05,2016
33157,69127,19371,0.170150592,2,5,2.89E-05,7.23E-05,2015
33157,69127,19371,0.170150592,2,4,2.89E-05,5.79E-05,2017
33157,69127,19371,0.170150592,0,1,0,1.45E-05,2014
33024,74780,23433,0.136172773,1,3,1.34E-05,4.01E-05,2016
33024,74780,23433,0.136172773,0,1,0,1.34E-05,2017
33024,74780,23433,0.136172773,4,0,5.35E-05,0,2015
33024,74780,23433,0.136172773,4,2,5.35E-05,2.67E-05,2014
33036,3364,1483,0.017241379,1,0,0.000297265,0,2017
33036,3364,1483,0.017241379,0,0,0,0,2014
33040,34713,12815,0.108576038,0,0,0,0,2014
33040,34713,12815,0.108576038,0,2,0,5.76E-05,2017
33040,34713,12815,0.108576038,1,5,2.88E-05,0.000144038,2016
33040,34713,12815,0.108576038,2,3,5.76E-05,8.64E-05,2015
33040,34713,12815,0.108576038,0,1,0,2.88E-05,2018
33122,402,115,0.273631841,1,3,0.002487562,0.007462687,2017
33122,402,115,0.273631841,0,0,0,0,2014
33122,402,115,0.273631841,0,0,0,0,2016
33122,402,115,0.273631841,0,0,0,0,2015
33128,7313,3040,0.40626282,2,1,0.000273486,0.000136743,2016
33128,7313,3040,0.40626282,2,0,0.000273486,0,2017
33128,7313,3040,0.40626282,1,0,0.000136743,0,2018
33128,7313,3040,0.40626282,1,0,0.000136743,0,2015
33128,7313,3040,0.40626282,0,0,0,0,2014
33143,32153,11962,0.148135477,2,5,6.22E-05,0.000155506,2016
33143,32153,11962,0.148135477,0,2,0,6.22E-05,2015
33143,32153,11962,0.148135477,1,1,3.11E-05,3.11E-05,2018
33143,32153,11962,0.148135477,0,0,0,0,2017
33162,47349,12912,0.196329384,0,5,0,0.000105599,2016
33162,47349,12912,0.196329384,0,5,0,0.000105599,2017
33162,47349,12912,0.196329384,6,5,0.000126719,0.000105599,2014
33162,47349,12912,0.196329384,7,8,0.000147838,0.000168958,2015
33162,47349,12912,0.196329384,0,0,0,0,2018
33179,45094,15678,0.198962168,0,1,0,2.22E-05,2015
33179,45094,15678,0.198962168,0,5,0,0.000110879,2014
33179,45094,15678,0.198962168,6,1,0.000133055,2.22E-05,2017
33179,45094,15678,0.198962168,3,4,6.65E-05,8.87E-05,2016
33186,71260,21505,0.153999439,3,0,4.21E-05,0,2017
33186,71260,21505,0.153999439,0,1,0,1.40E-05,2016
33186,71260,21505,0.153999439,5,1,7.02E-05,1.40E-05,2014
33196,49857,13241,0.187075035,1,1,2.01E-05,2.01E-05,2015
33196,49857,13241,0.187075035,0,1,0,2.01E-05,2017
33196,49857,13241,0.187075035,0,1,0,2.01E-05,2014
33301,14144,7571,0.095658937,1,2,7.07E-05,0.000141403,2015
33301,14144,7571,0.095658937,2,2,0.000141403,0.000141403,2014
33301,14144,7571,0.095658937,2,3,0.000141403,0.000212104,2017
33301,14144,7571,0.095658937,0,0,0,0,2016
33301,14144,7571,0.095658937,1,0,7.07E-05,0,2018
33304,18558,9417,0.129324281,1,0,5.39E-05,0,2015
33304,18558,9417,0.129324281,4,1,0.00021554,5.39E-05,2014
33304,18558,9417,0.129324281,0,2,0,0.00010777,2017
33304,18558,9417,0.129324281,1,0,5.39E-05,0,2018
33304,18558,9417,0.129324281,1,0,5.39E-05,0,2016
33401,27477,11221,0.10368672,13,25,0.000473123,0.000909852,2017
33401,27477,11221,0.10368672,7,26,0.000254759,0.000946246,2015
33401,27477,11221,0.10368672,8,6,0.000291153,0.000218364,2014
33401,27477,11221,0.10368672,8,20,0.000291153,0.000727882,2016
33401,27477,11221,0.10368672,1,1,3.64E-05,3.64E-05,2018
33407,30218,10659,0.146866106,9,15,0.000297836,0.000496393,2015
33407,30218,10659,0.146866106,13,10,0.000430207,0.000330929,2017
33407,30218,10659,0.146866106,12,12,0.000397114,0.000397114,2014
33407,30218,10659,0.146866106,3,27,9.93E-05,0.000893507,2016
33407,30218,10659,0.146866106,2,2,6.62E-05,6.62E-05,2018
33410,35904,15188,0.067401961,1,2,2.79E-05,5.57E-05,2017
33410,35904,15188,0.067401961,3,1,8.36E-05,2.79E-05,2016
33410,35904,15188,0.067401961,1,1,2.79E-05,2.79E-05,2014
33410,35904,15188,0.067401961,2,0,5.57E-05,0,2015
33442,28295,13425,0.134864817,2,0,7.07E-05,0,2017
33442,28295,13425,0.134864817,0,1,0,3.53E-05,2015
33442,28295,13425,0.134864817,0,0,0,0,2014
33442,28295,13425,0.134864817,1,1,3.53E-05,3.53E-05,2016
33442,28295,13425,0.134864817,2,0,7.07E-05,0,2018
33461,46890,14964,0.25992749,0,5,0,0.000106633,2014
33461,46890,14964,0.25992749,0,5,0,0.000106633,2016
33461,46890,14964,0.25992749,1,5,2.13E-05,0.000106633,2017
33461,46890,14964,0.25992749,1,5,2.13E-05,0.000106633,2015
33019,14956,6816,0.110925381,1,0,6.69E-05,0,2017
33019,14956,6816,0.110925381,0,0,0,0,2014
33019,14956,6816,0.110925381,0,1,0,6.69E-05,2015
33019,14956,6816,0.110925381,0,0,0,0,2016
33029,48169,12931,0.078224584,0,0,0,0,2015
33029,48169,12931,0.078224584,0,0,0,0,2017
33029,48169,12931,0.078224584,0,1,0,2.08E-05,2016
33042,6609,2892,0.031926161,0,0,0,0,2017
33065,55913,17586,0.155902921,2,1,3.58E-05,1.79E-05,2014
33065,55913,17586,0.155902921,0,1,0,1.79E-05,2015
33065,55913,17586,0.155902921,0,0,0,0,2016
33458,54945,20565,0.086359086,0,3,0,5.46E-05,2014
33458,54945,20565,0.086359086,0,2,0,3.64E-05,2016
33458,54945,20565,0.086359086,4,3,7.28E-05,5.46E-05,2017
33458,54945,20565,0.086359086,1,3,1.82E-05,5.46E-05,2015
33486,24672,9022,0.092169261,0,1,0,4.05E-05,2016
33486,24672,9022,0.092169261,0,0,0,0,2015
33486,24672,9022,0.092169261,0,1,0,4.05E-05,2014
33486,24672,9022,0.092169261,0,0,0,0,2017
33498,13953,5003,0.087006379,0,0,0,0,1970
33511,58401,21893,0.077002106,5,3,8.56E-05,5.14E-05,2017
33511,58401,21893,0.077002106,3,0,5.14E-05,0,2015
33511,58401,21893,0.077002106,1,1,1.71E-05,1.71E-05,2014
33511,58401,21893,0.077002106,1,1,1.71E-05,1.71E-05,2016
33534,16570,4855,0.081713941,1,1,6.04E-05,6.04E-05,2016
33534,16570,4855,0.081713941,1,0,6.04E-05,0,2014
33534,16570,4855,0.081713941,1,0,6.04E-05,0,2015
33815,14536,5485,0.115781508,2,7,0.000137589,0.000481563,2014
33815,14536,5485,0.115781508,1,4,6.88E-05,0.000275179,2017
33815,14536,5485,0.115781508,0,0,0,0,2015
33815,14536,5485,0.115781508,0,2,0,0.000137589,2016
33839,2984,1054,0.032506702,0,0,0,0,1970
33848,1401,301,0.071377587,0,0,0,0,2015
33851,1116,329,0.056451613,0,0,0,0,1970
33865,449,168,0.0155902,0,0,0,0,1970
33880,38733,13077,0.08308161,3,2,7.75E-05,5.16E-05,2016
33880,38733,13077,0.08308161,0,0,0,0,2018
33880,38733,13077,0.08308161,0,5,0,0.000129089,2017
33880,38733,13077,0.08308161,0,2,0,5.16E-05,2014
33880,38733,13077,0.08308161,0,2,0,5.16E-05,2015
33881,32920,12659,0.055558931,1,3,3.04E-05,9.11E-05,2014
33881,32920,12659,0.055558931,1,3,3.04E-05,9.11E-05,2015
33881,32920,12659,0.055558931,5,2,0.000151883,6.08E-05,2016
33881,32920,12659,0.055558931,2,1,6.08E-05,3.04E-05,2017
33905,37092,11048,0.141459075,2,4,5.39E-05,0.00010784,2015
33905,37092,11048,0.141459075,3,3,8.09E-05,8.09E-05,2016
33905,37092,11048,0.141459075,4,3,0.00010784,8.09E-05,2017
33905,37092,11048,0.141459075,1,8,2.70E-05,0.00021568,2014
33905,37092,11048,0.141459075,1,0,2.70E-05,0,2018
33909,28760,9124,0.079659249,0,3,0,0.000104312,2017
33909,28760,9124,0.079659249,1,1,3.48E-05,3.48E-05,2016
33909,28760,9124,0.079659249,1,4,3.48E-05,0.000139082,2015
33909,28760,9124,0.079659249,0,1,0,3.48E-05,2014
33909,28760,9124,0.079659249,0,0,0,0,2018
33914,36359,14224,0.056519706,3,4,8.25E-05,0.000110014,2016
33914,36359,14224,0.056519706,0,2,0,5.50E-05,2014
33914,36359,14224,0.056519706,0,1,0,2.75E-05,2018
33914,36359,14224,0.056519706,3,1,8.25E-05,2.75E-05,2017
33914,36359,14224,0.056519706,0,0,0,0,2015
33930,999,333,0.133133133,0,0,0,0,1970
33955,11559,4389,0.027684056,0,0,0,0,2015
33955,11559,4389,0.027684056,0,0,0,0,2016
33955,11559,4389,0.027684056,0,0,0,0,2017
33955,11559,4389,0.027684056,0,0,0,0,2014
33956,3671,1714,0.007627349,0,0,0,0,2015
33972,16328,4529,0.065164135,1,1,6.12E-05,6.12E-05,2016
33972,16328,4529,0.065164135,0,2,0,0.000122489,2017
33972,16328,4529,0.065164135,0,1,0,6.12E-05,2015
33972,16328,4529,0.065164135,0,0,0,0,2014
33983,15239,5942,0.035894744,0,0,0,0,1970
33169,40106,11635,0.121478083,1,11,2.49E-05,0.000274273,2016
33169,40106,11635,0.121478083,3,9,7.48E-05,0.000224405,2017
33169,40106,11635,0.121478083,5,8,0.00012467,0.000199471,2014
33169,40106,11635,0.121478083,5,6,0.00012467,0.000149604,2015
33309,40183,12776,0.198865192,4,4,9.95E-05,9.95E-05,2016
33309,40183,12776,0.198865192,1,1,2.49E-05,2.49E-05,2014
33309,40183,12776,0.198865192,4,4,9.95E-05,9.95E-05,2017
33309,40183,12776,0.198865192,1,2,2.49E-05,4.98E-05,2018
33309,40183,12776,0.198865192,0,1,0,2.49E-05,2015
33319,46533,17825,0.164120087,0,1,0,2.15E-05,2016
33319,46533,17825,0.164120087,1,3,2.15E-05,6.45E-05,2015
33319,46533,17825,0.164120087,0,2,0,4.30E-05,2014
33319,46533,17825,0.164120087,1,0,2.15E-05,0,2018
33319,46533,17825,0.164120087,3,2,6.45E-05,4.30E-05,2017
33321,48037,19949,0.105273019,1,0,2.08E-05,0,2014
33321,48037,19949,0.105273019,2,3,4.16E-05,6.25E-05,2015
33321,48037,19949,0.105273019,1,0,2.08E-05,0,2018
33321,48037,19949,0.105273019,2,3,4.16E-05,6.25E-05,2016
33321,48037,19949,0.105273019,0,1,0,2.08E-05,2017
33403,12539,4415,0.138607544,1,5,7.98E-05,0.000398756,2016
33403,12539,4415,0.138607544,0,3,0,0.000239254,2018
33403,12539,4415,0.138607544,3,2,0.000239254,0.000159502,2015
33403,12539,4415,0.138607544,2,4,0.000159502,0.000319005,2014
33403,12539,4415,0.138607544,0,0,0,0,2017
33404,28348,9947,0.055418372,4,10,0.000141103,0.000352759,2015
33404,28348,9947,0.055418372,12,18,0.00042331,0.000634965,2017
33404,28348,9947,0.055418372,2,4,7.06E-05,0.000141103,2018
33404,28348,9947,0.055418372,8,26,0.000282207,0.000917172,2016
33404,28348,9947,0.055418372,13,18,0.000458586,0.000634965,2014
33418,39226,16467,0.055294957,2,0,5.10E-05,0,2014
33418,39226,16467,0.055294957,1,1,2.55E-05,2.55E-05,2017
33418,39226,16467,0.055294957,1,0,2.55E-05,0,2018
33418,39226,16467,0.055294957,1,1,2.55E-05,2.55E-05,2015
33418,39226,16467,0.055294957,0,0,0,0,2016
33435,35264,13694,0.110254083,7,13,0.000198503,0.000368648,2017
33435,35264,13694,0.110254083,3,11,8.51E-05,0.000311933,2016
33435,35264,13694,0.110254083,1,5,2.84E-05,0.000141788,2018
33435,35264,13694,0.110254083,5,5,0.000141788,0.000141788,2015
33435,35264,13694,0.110254083,4,7,0.00011343,0.000198503,2014
33440,20004,6347,0.162667467,0,4,0,0.00019996,2017
33440,20004,6347,0.162667467,1,0,5.00E-05,0,2015
33440,20004,6347,0.162667467,1,0,5.00E-05,0,2014
33440,20004,6347,0.162667467,1,7,5.00E-05,0.00034993,2016
33440,20004,6347,0.162667467,0,1,0,5.00E-05,2018
33455,22741,9915,0.03170485,0,1,0,4.40E-05,2014
33455,22741,9915,0.03170485,2,0,8.79E-05,0,2016
33455,22741,9915,0.03170485,1,0,4.40E-05,0,2017
33476,8264,2540,0.115440465,1,4,0.000121007,0.000484027,2017
33476,8264,2540,0.115440465,0,4,0,0.000484027,2014
33476,8264,2540,0.115440465,1,4,0.000121007,0.000484027,2016
33476,8264,2540,0.115440465,1,4,0.000121007,0.000484027,2015
33476,8264,2540,0.115440465,1,0,0.000121007,0,2018
33477,14253,7534,0.036834351,0,0,0,0,2016
33477,14253,7534,0.036834351,0,0,0,0,2015
33477,14253,7534,0.036834351,0,0,0,0,2017
33478,12696,4457,0.040248897,0,0,0,0,2017
33478,12696,4457,0.040248897,0,1,0,7.88E-05,2014
33478,12696,4457,0.040248897,1,0,7.88E-05,0,2016
33527,15129,4732,0.15837134,0,1,0,6.61E-05,2016
33527,15129,4732,0.15837134,2,0,0.000132196,0,2015
33585,1384,453,0.068641618,0,0,0,0,2016
33597,8558,3022,0.010867025,0,1,0,0.00011685,2018
33597,8558,3022,0.010867025,0,1,0,0.00011685,2016
33597,8558,3022,0.010867025,1,0,0.00011685,0,2017
33603,20386,8377,0.078190915,1,1,4.91E-05,4.91E-05,2016
33603,20386,8377,0.078190915,1,5,4.91E-05,0.000245266,2015
33603,20386,8377,0.078190915,1,7,4.91E-05,0.000343373,2014
33603,20386,8377,0.078190915,4,5,0.000196213,0.000245266,2017
33613,34500,13988,0.147594203,2,1,5.80E-05,2.90E-05,2017
33613,34500,13988,0.147594203,2,2,5.80E-05,5.80E-05,2016
33613,34500,13988,0.147594203,5,0,0.000144928,0,2014
33613,34500,13988,0.147594203,4,6,0.000115942,0.000173913,2015
33621,2369,588,0.006753905,0,0,0,0,2015
33626,29471,11004,0.056530148,1,0,3.39E-05,0,2014
33626,29471,11004,0.056530148,0,0,0,0,2016
33782,22811,9484,0.044802946,0,1,0,4.38E-05,2015
33782,22811,9484,0.044802946,1,0,4.38E-05,0,2017
33782,22811,9484,0.044802946,1,1,4.38E-05,4.38E-05,2014
33782,22811,9484,0.044802946,2,0,8.77E-05,0,2016
33803,28753,11917,0.046882064,0,1,0,3.48E-05,2017
33803,28753,11917,0.046882064,1,1,3.48E-05,3.48E-05,2016
33803,28753,11917,0.046882064,1,1,3.48E-05,3.48E-05,2015
33803,28753,11917,0.046882064,0,1,0,3.48E-05,2018
33805,25358,8830,0.061519047,4,1,0.000157741,3.94E-05,2016
33805,25358,8830,0.061519047,0,0,0,0,2017
33805,25358,8830,0.061519047,5,5,0.000197176,0.000197176,2014
33805,25358,8830,0.061519047,1,1,3.94E-05,3.94E-05,2015
33805,25358,8830,0.061519047,0,1,0,3.94E-05,2018
33907,22975,9199,0.141196953,0,9,0,0.00039173,2016
33907,22975,9199,0.141196953,3,1,0.000130577,4.35E-05,2017
33907,22975,9199,0.141196953,0,0,0,0,2018
33907,22975,9199,0.141196953,4,0,0.000174102,0,2014
33907,22975,9199,0.141196953,1,3,4.35E-05,0.000130577,2015
33912,17648,7509,0.048617407,0,0,0,0,2017
33912,17648,7509,0.048617407,1,3,5.67E-05,0.000169991,2018
33912,17648,7509,0.048617407,0,0,0,0,2014
33912,17648,7509,0.048617407,0,1,0,5.67E-05,2016
33920,5665,1881,0.047661077,0,0,0,0,2015
33928,23518,10739,0.044816736,1,3,4.25E-05,0.000127562,2016
33928,23518,10739,0.044816736,2,2,8.50E-05,8.50E-05,2014
33928,23518,10739,0.044816736,0,0,0,0,2017
33928,23518,10739,0.044816736,0,1,0,4.25E-05,2015
33936,22768,7936,0.148366128,0,10,0,0.000439213,2016
33936,22768,7936,0.148366128,0,3,0,0.000131764,2017
33936,22768,7936,0.148366128,0,2,0,8.78E-05,2018
33936,22768,7936,0.148366128,0,0,0,0,2014
33936,22768,7936,0.148366128,1,1,4.39E-05,4.39E-05,2015
33957,7128,3575,0.029601571,0,1,0,0.000140292,2016
33982,11201,4089,0.032139988,0,0,0,0,2014
33982,11201,4089,0.032139988,0,0,0,0,2015
33982,11201,4089,0.032139988,0,0,0,0,2018
33982,11201,4089,0.032139988,0,0,0,0,2016
33598,16072,5046,0.165691887,1,0,6.22E-05,0,2016
33598,16072,5046,0.165691887,2,1,0.00012444,6.22E-05,2015
33598,16072,5046,0.165691887,1,3,6.22E-05,0.00018666,2017
33598,16072,5046,0.165691887,0,2,0,0.00012444,2018
33480,10008,5607,0.034372502,3,2,0.00029976,0.00019984,2014
33480,10008,5607,0.034372502,0,2,0,0.00019984,2015
33480,10008,5607,0.034372502,0,0,0,0,2017
33480,10008,5607,0.034372502,0,0,0,0,2016
33480,10008,5607,0.034372502,0,0,0,0,2018
33576,4284,1977,0.028244631,0,0,0,0,1970
33612,47083,18352,0.117537115,3,9,6.37E-05,0.000191152,2014
33612,47083,18352,0.117537115,1,6,2.12E-05,0.000127435,2015
33612,47083,18352,0.117537115,4,5,8.50E-05,0.000106195,2016
33612,47083,18352,0.117537115,6,3,0.000127435,6.37E-05,2017
33612,47083,18352,0.117537115,1,0,2.12E-05,0,2018
33614,47751,18079,0.215241566,1,2,2.09E-05,4.19E-05,2016
33614,47751,18079,0.215241566,1,4,2.09E-05,8.38E-05,2015
33614,47751,18079,0.215241566,0,4,0,8.38E-05,2014
33614,47751,18079,0.215241566,1,0,2.09E-05,0,2017
33614,47751,18079,0.215241566,0,1,0,2.09E-05,2018
33615,46195,17352,0.170213227,3,2,6.49E-05,4.33E-05,2016
33615,46195,17352,0.170213227,1,0,2.16E-05,0,2015
33615,46195,17352,0.170213227,1,0,2.16E-05,0,2017
33620,5359,9,0.084157492,0,0,0,0,2018
33709,26285,11152,0.075708579,4,3,0.000152178,0.000114134,2016
33709,26285,11152,0.075708579,2,0,7.61E-05,0,2015
33709,26285,11152,0.075708579,0,1,0,3.80E-05,2014
33709,26285,11152,0.075708579,1,1,3.80E-05,3.80E-05,2017
33714,20179,8194,0.06947817,2,4,9.91E-05,0.000198226,2015
33714,20179,8194,0.06947817,0,2,0,9.91E-05,2017
33714,20179,8194,0.06947817,0,5,0,0.000247782,2016
33770,25742,11822,0.041177842,1,2,3.88E-05,7.77E-05,2016
33770,25742,11822,0.041177842,0,1,0,3.88E-05,2014
33770,25742,11822,0.041177842,1,0,3.88E-05,0,2015
33770,25742,11822,0.041177842,1,0,3.88E-05,0,2018
33772,22317,10143,0.022762916,0,2,0,8.96E-05,2017
33772,22317,10143,0.022762916,0,1,0,4.48E-05,2016
33772,22317,10143,0.022762916,1,0,4.48E-05,0,2015
33028,28498,8191,0.116253772,0,1,0,3.51E-05,2017
33028,28498,8191,0.116253772,0,1,0,3.51E-05,2014
33028,28498,8191,0.116253772,0,0,0,0,2016
33037,11105,4526,0.067897344,0,0,0,0,2017
33037,11105,4526,0.067897344,0,0,0,0,2016
33037,11105,4526,0.067897344,0,0,0,0,2018
33037,11105,4526,0.067897344,1,1,9.00E-05,9.00E-05,2014
33037,11105,4526,0.067897344,0,2,0,0.000180099,2015
33054,32768,9205,0.140167236,2,11,6.10E-05,0.000335693,2015
33054,32768,9205,0.140167236,3,10,9.16E-05,0.000305176,2016
33054,32768,9205,0.140167236,4,12,0.00012207,0.000366211,2017
33054,32768,9205,0.140167236,5,3,0.000152588,9.16E-05,2014
33054,32768,9205,0.140167236,0,1,0,3.05E-05,2018
33060,36288,12624,0.168926367,1,5,2.76E-05,0.000137787,2016
33060,36288,12624,0.168926367,1,2,2.76E-05,5.51E-05,2014
33060,36288,12624,0.168926367,2,3,5.51E-05,8.27E-05,2015
33060,36288,12624,0.168926367,2,0,5.51E-05,0,2017
33060,36288,12624,0.168926367,1,3,2.76E-05,8.27E-05,2013
33060,36288,12624,0.168926367,1,0,2.76E-05,0,2018
33062,22012,11877,0.070279847,1,0,4.54E-05,0,2015
33062,22012,11877,0.070279847,0,0,0,0,2017
33062,22012,11877,0.070279847,1,0,4.54E-05,0,2014
33073,33154,10840,0.124962297,1,1,3.02E-05,3.02E-05,2017
33073,33154,10840,0.124962297,0,1,0,3.02E-05,2018
33134,42496,16251,0.190747364,0,3,0,7.06E-05,2014
33134,42496,16251,0.190747364,1,1,2.35E-05,2.35E-05,2016
33134,42496,16251,0.190747364,1,2,2.35E-05,4.71E-05,2017
33134,42496,16251,0.190747364,1,1,2.35E-05,2.35E-05,2015
33134,42496,16251,0.190747364,1,0,2.35E-05,0,2018
33136,13931,5465,0.197329696,0,7,0,0.000502476,2016
33136,13931,5465,0.197329696,5,10,0.000358912,0.000717824,2014
33136,13931,5465,0.197329696,5,4,0.000358912,0.000287129,2015
33136,13931,5465,0.197329696,5,7,0.000358912,0.000502476,2017
33136,13931,5465,0.197329696,1,3,7.18E-05,0.000215347,2018
33145,32286,11367,0.254134919,3,1,9.29E-05,3.10E-05,2015
33145,32286,11367,0.254134919,1,1,3.10E-05,3.10E-05,2017
33145,32286,11367,0.254134919,0,0,0,0,2014
33156,33923,10886,0.165315568,1,0,2.95E-05,0,2014
33156,33923,10886,0.165315568,1,0,2.95E-05,0,2017
33158,6501,2046,0.095062298,0,0,0,0,1970
33160,41045,19409,0.228943842,1,0,2.44E-05,0,2014
33160,41045,19409,0.228943842,0,2,0,4.87E-05,2016
33160,41045,19409,0.228943842,1,2,2.44E-05,4.87E-05,2015
33160,41045,19409,0.228943842,0,1,0,2.44E-05,2017
33183,39100,11938,0.235652174,1,3,2.56E-05,7.67E-05,2017
33183,39100,11938,0.235652174,0,0,0,0,2016
33306,3380,1707,0.080769231,0,0,0,0,1970
33311,71227,21987,0.112864504,4,3,5.62E-05,4.21E-05,2018
33311,71227,21987,0.112864504,8,14,0.000112317,0.000196555,2016
33311,71227,21987,0.112864504,4,12,5.62E-05,0.000168475,2015
33311,71227,21987,0.112864504,3,8,4.21E-05,0.000112317,2014
33311,71227,21987,0.112864504,21,15,0.000294832,0.000210594,2017
33326,33465,10997,0.188375915,0,2,0,5.98E-05,2016
33326,33465,10997,0.188375915,0,0,0,0,2014
33330,15187,4675,0.038058866,0,0,0,0,1970
33351,35019,11275,0.156800594,3,0,8.57E-05,0,2017
33351,35019,11275,0.156800594,1,0,2.86E-05,0,2016
33351,35019,11275,0.156800594,0,2,0,5.71E-05,2015
33351,35019,11275,0.156800594,0,0,0,0,2014
33406,25441,8389,0.160646201,1,0,3.93E-05,0,2017
33406,25441,8389,0.160646201,1,3,3.93E-05,0.00011792,2014
33406,25441,8389,0.160646201,2,6,7.86E-05,0.00023584,2015
33406,25441,8389,0.160646201,0,0,0,0,2018
33406,25441,8389,0.160646201,1,2,3.93E-05,7.86E-05,2016
33428,41069,13630,0.154690886,0,1,0,2.43E-05,2017
33428,41069,13630,0.154690886,1,0,2.43E-05,0,2016
33432,19894,9969,0.093495526,1,1,5.03E-05,5.03E-05,2016
33432,19894,9969,0.093495526,1,0,5.03E-05,0,2017
33432,19894,9969,0.093495526,0,1,0,5.03E-05,2014
33432,19894,9969,0.093495526,0,2,0,0.000100533,2018
33432,19894,9969,0.093495526,0,0,0,0,2015
33438,365,100,0.032876712,0,0,0,0,1970
33460,32617,11087,0.26786645,5,3,0.000153294,9.20E-05,2015
33460,32617,11087,0.26786645,4,13,0.000122635,0.000398565,2017
33460,32617,11087,0.26786645,3,11,9.20E-05,0.000337247,2016
33460,32617,11087,0.26786645,1,4,3.07E-05,0.000122635,2014
33460,32617,11087,0.26786645,0,0,0,0,2018
33849,1121,322,0.031222123,0,0,0,0,1970
33868,11962,3770,0.016134426,1,0,8.36E-05,0,2016
33868,11962,3770,0.016134426,2,1,0.000167196,8.36E-05,2017
33868,11962,3770,0.016134426,2,0,0.000167196,0,2018
33870,21952,8827,0.064458819,1,1,4.56E-05,4.56E-05,2016
33870,21952,8827,0.064458819,1,2,4.56E-05,9.11E-05,2017
33870,21952,8827,0.064458819,1,2,4.56E-05,9.11E-05,2014
33903,22160,10632,0.046389892,0,2,0,9.03E-05,2014
33903,22160,10632,0.046389892,0,0,0,0,2016
33903,22160,10632,0.046389892,1,0,4.51E-05,0,2017
33903,22160,10632,0.046389892,0,1,0,4.51E-05,2015
33917,29006,12424,0.026408329,0,1,0,3.45E-05,2015
33917,29006,12424,0.026408329,0,1,0,3.45E-05,2014
33917,29006,12424,0.026408329,1,5,3.45E-05,0.000172378,2016
33917,29006,12424,0.026408329,1,0,3.45E-05,0,2017
33917,29006,12424,0.026408329,0,0,0,0,2018
33948,16050,6913,0.026105919,0,1,0,6.23E-05,2017
33948,16050,6913,0.026105919,0,1,0,6.23E-05,2014
33948,16050,6913,0.026105919,0,0,0,0,2018
33948,16050,6913,0.026105919,0,0,0,0,2015
33991,21736,7339,0.044534413,0,0,0,0,2016
33991,21736,7339,0.044534413,0,0,0,0,2017
33991,21736,7339,0.044534413,0,0,0,0,2018
33991,21736,7339,0.044534413,0,1,0,4.60E-05,2014
33991,21736,7339,0.044534413,0,1,0,4.60E-05,2015
33181,19462,7321,0.231476724,0,0,0,0,2017
33181,19462,7321,0.231476724,3,2,0.000154147,0.000102764,2015
33181,19462,7321,0.231476724,0,1,0,5.14E-05,2018
33181,19462,7321,0.231476724,0,1,0,5.14E-05,2016
33184,22896,6406,0.254149196,0,2,0,8.74E-05,2015
33184,22896,6406,0.254149196,0,1,0,4.37E-05,2014
33184,22896,6406,0.254149196,0,1,0,4.37E-05,2018
33184,22896,6406,0.254149196,0,1,0,4.37E-05,2016
